,profile_url,member_since,earnings_pst_yr,earnings_ever,employers,invoices_paid,largest_employ,bio
4,/freelancers/steve-cox," Mar, 2016"," $18,362 ","$21,540 ",112 ,171 , $983 ,"In an industry saturated with content marketing agencies that are becoming redundant because of convention, we pride ourselves in our departure from tradition when it comes to creating content strategies. Our off-the-beaten-path approach gives us a competitive edge by providing an intuitive understanding of our demographic, with the help of which we plan an all-encompassing strategy that not only blows the competition out of the water, but also provides us with efficient, impactful, market savvy ideas that foster our customer’s business.

We've worked on everything from managing corporate blogs to entertainment reviews (movies, video games, TV shows, conferences like San Diego Comic Con, E3, and so on) to eBooks on topics like women's health, dating advice for people over 40, truck repair manuals, and all sorts of topics. However, the majority of the content that we've written is in the eBook format. 

We've completed 100+ non-fiction eBooks, mostly in the self-development category. Topics like self-confidence, mindfulness, dating advice, entrepreneurship, freelancing techniques, coding how-to guides, etc."
5,/freelancers/adam-freund-design-llc," May, 2013"," $17,750 ","$98,799 ",34 ,135 ," $29,050 ","Services include mechanical product design, CAD, prototyping, 3D printing, concepting, DFM, patent drawings, feasibility consulting, reverse engineering, photorealistic rendering, computer simulation/FEA, and IoT mechanical hardware design. With over six years of full-time, professional product design experience, over 100 projects completed, and a B.S. in mechanical engineering, Adam Freund Design LLC has the experience needed to make your idea a reality. Visit adamfreunddesign.com for more details."
6,/freelancers/edgar-bolivar," Oct, 2019"," $16,878 ","$16,878 ",1 ,5 ," $16,878 ",NA
7,/freelancers/nsoft-group," Dec, 2019"," $16,650 ","$16,650 ",7 ,21 ," $9,380 ","This is just the online group of individual US/European developers with senior level of experience.

- 10+ web developers
- 10+ mobile developers
- 3+ UI/UX designers"
8,/freelancers/lisamariebrennan," Feb, 2006"," $16,456 ","$182,492 ",465 ,"1,590 "," $9,845 ","Illustrations, including Children's books, Young adult, and adult. Black and white drawings. Fantasy Style Illustrations. Full color drawings and animations. Computer animations and cartoons. Comic style drawings and comic strips. Photographs. Portraits. Realistic sketches and paints.  Logo design or creations. Murals.  And more!

TOP RATED CHILDREN'S BOOK ARTIST ON GURU!  Was the #1 Children's Book Artist on Guru for many years and still Am!"
9,/freelancers/ron-bibbs," Aug, 2015"," $15,590 ","$89,994 ",3 ,255 ," $70,993 ","I tend to keep a conservative approach to development – I am a PROGRAMMER, I love what I do for a living, but at the end of the day, it is about the business and not about the technology.  I understand the urgency of completing a project and look for a balance of what we need today and what will be needed down the road.

In my projects I like to maintain transparency – maintaining a public development site where customers can watch a project as it is being developed.  In my experience, requirements that look good on paper may not work well in the real world.  I encourage active participation and locate problems as early as possible in the development cycle."
10,/freelancers/jon-roussel-1," Dec, 2016"," $15,292 ","$20,808 ",2 ,54 ," $19,958 ","I am passionate about sales 2.0, lead generation and increasing sales and revenue.

I have generated over $7 million in revenue and over 3,000 sales leads and appointments. With over twenty years of experience, I am an expert at building prospecting lists, mapping and cold calls, discovery calls, appointment setting and sales.

I am an expert at building and leading lead generation and sales, outbound and inbound marketing and more."
11,/freelancers/angela-naff-1," May, 2019"," $15,121 ","$15,121 ",56 ,166 ," $3,505 ","I have fifteen years in business operations including the writing of SOP(s), training programs, change management business process development/implementation including advanced software and data analytics skills. In addition, to this secular/academic experience, I have been freelance writing, editor and proofreader including the publication of 25+ creative fiction books, editing academic, technical and business documents for others and ghostwriting/editing of numerous projects.  I am a perfectionist that loves meeting, engaging all kinds of new clients around the world and bringing my skills to new ventures meeting customer needs at the highest levels. 

I especially love the romance genre for writing and ghostwriting. Whether contemporary, sweet or fantasy romance I am in!"
12,/freelancers/christopher-frick," Feb, 2019"," $14,850 ","$14,850 ",1 ,3 ," $14,850 ","Experience:
-Designed and Built Azure SQL survey database
-Designed Summarized Financial Trial Balance (FTB) SQL Reporting Database to allow for faster retrieval of Period over Period comparisons by Multiple criteria periods were Year, Quarter, Month
-Wrote All Queries for subsequent Reports for financial Trial Balance databae
-Built Excel VBA tool to read parse and deliver ACN data
-Built Excel VBA tool to Read thousands of Excel spreadsheets from Sharepoint site and normalize data into 3 clean importable output files.
-Built IT department project resource Supply vs Demand Access database Using VBA reading Sharepoint Excel Files to input department resource availablity and read Excel files of Project demand for resources for next 18 months.
-Built Tableau Story on IT Resource Supply vs Demand
-Built Excel VBA tool to Read formatted Application generated OUTLOOK email errors, and parse the OUTLOOK emails to an Access database to Enable tracking of certain network application errors by Machine, Department, and a host of other variables in the emails.  There were over 20 Network Application errors and each was for a different application and formatted differently.
-Built VBA Excel tool to accelerate the clean up of a poorly formatted spreadsheet output from another application. What took 45 minutes or more of manual reformatting regularly was reduced to about 5 minutes.
-Designed, coded, and created installer for VB.NET Client/Server Issue Tracking database. The design was a Fat client VB.NET front-end connected to a Network location Access Database.
-Taught introductory Database, SQL, and reportwriter classes.
-Gaining experience with SSRS, and SSIS
-Built Stories and cleaned data with Tableau

I have seen the move from data entry to the age of using data in all its myriad forms. I like to look at data streams for organizations and help create reports, dashboards and KPI to provide performance markers for success and discover new meaning in their data."
13,/freelancers/barbara-a-besteni," Mar, 2017"," $14,620 ","$97,125 ",3 ,283 ," $96,545 ","An award-winning writer with more than 35 years of experience in print, television and digital platforms. 

Well-versed at maximizing content impact, coupled with the ability to manage multiple projects simultaneously. Respected hands-on leader recognized for building, inspiring and developing collaborative and productive teams. Fully bilingual English / Spanish

Specialties include: Writing, copy editing, features writing, small business consulting, using social media to increase profits, and public speaking. Fully bilingual English / Spanish.

I tailor quotes for the specific job for which a client is hiring me, especially if it's a long-range project or one with a variety of elements.

The price I quote includes an initial edit, plus one revision.

Turnaround of the initial edit is usually within 48 hours, depending on the complexity of the project."
14,/freelancers/angie-schleicher," Dec, 2015"," $14,496 ","$88,509 ",1 ,245 ," $88,509 ","I have written for many community blogs and newspapers, including: This is La Vergne, The Lakewood Patch, The Lakewood Observer, and La Vergne Times. I have maintained my own personal blog for nearly ten years, and I have published a children's book, The Splendid Misadventures of Silly Sally Sue, which was written, edited, and illustrated by me. I have a background in Web Development and Web Design. I thoroughly enjoy research and fact checking, and I love creative writing, as well. Let's work together to help you achieve your goals."
15,/freelancers/kay-derochie," Aug, 2010"," $13,769 ","$150,726 ",46 ,340 ," $57,431 ","WELCOME
As your editor, I will listen to you, collaborate with you, and apply my editorial and writing talents to support your vision and complete your project to your satisfaction within the agreed-upon time frame.

I OFFER 
 ~ Superior editorial skills to showcase your writing and bring it to its highest level. 
 ~ Excellent organizational skills for smooth project management.
 ~ Professional customer service skills to assure you a satisfying experience. 

I BRING 
 ~ Fourteen years editing and writing experience.
 ~ Higher education in copy editing, developmental editing, substantive editing, and acquisition editing.
 ~ Higher education and college teaching experience in writing and literary criticism. All course work for PhD in Romance Languages and Literature. 

MY FOCUS FIELDS 
 ~ Literary fiction, mysteries, short stories
 ~ Recovery, self-help, spirituality
 ~ Memoirs
 ~ Children’s literature 
 ~ Liberal arts, social sciences, psychology, education, spiritual
 ~ Business, web content
 ~ Query letters and book proposals 

EXCLUSIONS
I don't write or edit for technology, mathematics, hard sciences, or horror."
16,/freelancers/irish-ingenuity," May, 2017"," $13,554 ","$16,069 ",18 ,73 ," $12,733 ","Creative Problem Solver                  
Exceptional Communications Skills
Intuitive Information Analyst
Excellent Presentation Skills"
17,/freelancers/contentdevelopmentpros," Apr, 2010"," $13,415 ","$226,292 ",787 ,"1,561 "," $13,058 ","As our name implies, we write content for both online and offline production media. When you opt for our services, it is not an individual but a team of experienced writers that you work with. Our one-of-a-kind team structure ensures that every written piece is reviewed several times, so that you receive a fine-tuned final draft that will surely surpass your expectations.

With over 27,000 completed custom content projects in the bag, Content Development Pros has truly learned to do perfect what others do average. Backed by 9 years of sound custom writing experience, we have mastered the art of seo article writing, creating web content, penning blog posts and producing eBooks. We also extend our supplementary services of proofreading, online editing and rewriting to all those clients who have pre-written content.

Our phenomenal success stands on the pillars of quality, professionalism, experience and affordability. We fully respect intellectual property and take every step possible to ensure that the work delivered is completely free of plagiarism. Working with one of the best in the nation, you are guaranteed 100% satisfaction. Although rarely needed, we offer unlimited revisions to all our clients.

We provide our services on the basis of ‘work for hire’; therefore all rights are transferred to you upon the completion of the project. Your success is our milestone!"
18,/freelancers/michael-kowalski," Oct, 2014"," $12,626 ","$101,879 ",5 ,62 ," $79,152 ","Since 2002, I have been doing commercial software development. I have had the pleasure to work with computer networking during the eras of Windows 3.11, 95, 98, ME, NT, 2000, XP, Vista, 7, 8, and 10. Through this long line of personal and professional experience, I have gained a broad oversight of the ways in which software can help in productivity, education, and leisure. Beginning with MS-DOS batch files, then Basic, VB, C, C++, JavaScript, C#, and more, I have performed full-stack development across a wide spectrum of Windows and Web platforms. I have gone as low as Kernel-Mode drivers and as high as 3D CSS / jQuery. I have also helped in designing robotics and have developed computer vision algorithms. My software has been showcased on TechTV (now called G4TV) and in numerous magazines."
19,/freelancers/john-son-1494196," Apr, 2014"," $12,300 ","$65,711 ",39 ,255 ," $36,648 ","Senior Technology Consultant with 30 years experience in the design and implementation of software applications.  Expertise across diverse industries including Federal, Telecommunications, Financial, Science/Engineering, ranging from startups to large corporations. Extensive experience guiding customers as they move to new technologies and new implementation paradigms.

Specialties: Application Architecture, Web Services, XML/XSLT/XSD and related, Mashups (consuming Web Services), Cloud Automation, Cloud Applications, Proofs of Concept, Predictable Processes, Intelligent Search Applications, Application Migrations, Windows Store, Windows Phone, Office Automation.

See also: http://www.linkedin.com/in/johnsonjohnf/"
